BM_SOUTHERN_INDIA_DESC;Kulottunga I ascended to Chola's throne. Since he was not a direct descendant of Chola rulers, the enemies of the empire decided to take advantage of the anarchy: in Sri Lanka with renewed vigour ignited Sinhalese rebellion, led by a descendant of the rulers of the island - Vijayabuhu, and Pandya, supported by Chera, preparing to gain independence. In the camp of Chola's old rival, the Western Chalukya, it is equally turbulent: ambitious Vikramaditya VI is endeavouring to overthrow his brother Someswara II and lead the empire. In this effort, he has enlisted the support of his younger brother Jayasimha, as well as Hoysala, Pandya, Hangal Kadamba and Seuna, while Someswara is ready to be supported by Goa Kadamba and Chola ruler Kulottunga. Vikramaditya, on the other hand, along with the rulers of Katanga (East Ganga, Nagavamsi and Somavamsi) are trying to mix the cards of Kulottunga in Vengri and help Vijayaditya III to retain the possession. Who will emerge victorious?;;;;;;;;;x,,,,,,,,
BM_BATTLE_OF_TARAIN;* The Battle of Tarain ;;;;;;;;;x,,,,,,,,,,,,,
BM_BATTLE_OF_TARAIN_DESC;According to historical sources, Mu'izz ad-Din, the conqueror of India, sent an envoy to the court of Chauhan ruler Prithviraj III with a request or demand (it depends on interpretations) to resolve their differences peacefully: Prithviraj becomes a vassal of the Gurids and embraces Islam. The ruler of Chauhan rejected the demands. Then Mu'izz ad-Din together with Aibak gathered an army and marched on Chauhan, Prithviraj also gathered his forces and repulsed the Gurids in the battle of Tarain. But will 'the whole of the Ranas of Hind' be able to reproduce his success? Will Chauhan's neighbours - Chandela, Solanki, Paramara, with whom Prithviraj had fought, and also Gahadawala, the daughter of whose ruler he had kidnapped - continue to watch the destruction of the Hindu state, or will they forget old grievances and fight? The fate of North India will be decided in a new battle of Tarain!;;;;;;;;;x,,,,,,,,
BM_THE_ONLY_ABLE;* The Only Able;;;;;;;;;x,,,,,,,,
BM_THE_ONLY_ABLE_DESC;For the second time in history, a woman led a Muslim state! She is Razia, ruler of the Delhi Sultanate. It is rumoured that her father Iltutmish admired his daughter's administrative talent so much that he even intended to make her the heir, because in his eyes Razia was the only capable to rule the empire. However, because of the opposition of the Turkic nobility Iltutmish was forced to abandon the idea. But using intrigue and popular support, Razia took the throne and began to rely on non-Turkic nobles. The Turkic nobility is already indignant and is preparing a new coup... And in Eastern India, tormented by the Bengal governor, Eastern Ganga's ruler Naransinha Deva I decides on a bold act: entering into an alliance with his brother-in-law from Haihaya, he is going not only to attack the governor's possessions, but also to reclaim part of Hindu territories. Accomplishing such a feat, he will be the only able to do so!;;;;;;;;;x,,,
BM_MANDATE_OF_HEAVEN;* Pretender for Mandate of Heaven;;;;;;;;;x,,,,,,,,
BM_MANDATE_OF_HEAVEN_DESC;The Delhi Sultanate was at the height of its power. Muhammad ibn Tughlaq, while still a crown prince, demonstrated his military prowess when he led the destruction of Kakatiya. Now the ambitious ruler has turned his eyes northwards: he wants to conquer the declining Ulus Chagatai and Ilkhanate, and possibly claim the Mandate of Heaven for himself and his descendants. To this end, he poaches the courtiers of the Mongol states and assembles a large army... However, his own empire is in trouble. In Gujarat, having defeated Muhammad's army, independence was won by Hammir Singh, a descendant of the ancient Guhila dynasty, and in the south, in the depths of the withering Hoysala, a new shield and sword of Hinduism - Harihara, the future founder of the Vijayanagara Empire, matures. Muhammad's subjects are not happy with his, to put it mildly, whimsical character. So, who will win?;;;;;;;;;x,,,
BM_PLANTAGENET_1;* Angevin Knot of Contradictions;;;;;;;;;x,,,,,,,,
BM_PLANTAGENET_1_DESC;The Anarchy in England has ended by the victory of Count Henry of Anjou, son of Matilda. He held vast estates stretching from Northumbria to the Pyrenees, later called 'the Angevin Empire'. As he had promised, the previous king's son, William de Blois, retained his holdings. But Henry II has intention to spread his power. He makes an invasion of Wales, which the Welsh princes want to use to weaken 'King Owain of Wales'. He attacks Brittany and claims the county of Toulouse for his wife, Eleanor of Aquitaine. This is silently watched by King Louis VII of France, who has no way of getting an heir. He and Henry have a pact: Louis's daughter Margaret is betrothed to Henry, heir to the English throne. Outside the 'empire', too, it's turbulent. In Ireland, local lords are vying for the title of supreme king and are ready to call on a powerful neighbour, while in the north, Gael Somerled has seized the estates of Gudrod Crovan, grandson of Fergus of Galloway. ;;;;;;;;;x,,,
BM_QUEEN_OF_THE_MUSLIMS;* ‘Malikat al-Muslimin’;;;;;;;;;x,,,,,,,,
BM_QUEEN_OF_THE_MUSLIMS_DESC;Sultan As-Salih of the Ayyubid dynasty is dead! His position was taken by his widow, Shajar al-Durr, his qiyan slave-girl, who thus became the new female Muslim ruler. Having got rid of As-Salih's son, Al-Muazzam Turan Shah, Shajar, who relied on her husband's Mamluks and was forced to remarry one of their leaders, Aybek, became a full-fledged 'Malikat al-Muslimin' ('Queen of the Muslims'). However, upon learning of the death of the last Ayyubids, their Syrian relative, An-Nasir Yusuf, emir of Aleppo, didn't recognise a woman's authority and began a struggle for power. He was supported by the Abbasid caliph al-Musta'sim. There is also the son of Turan Shah who rules in the north and who can be used against Shajar. However, the situation in Egypt is complicated by the fact that King Louis 'the Saint' of France, who vowed to lay on himself the cross, at the head of the Seventh Crusade landed in the Nile Delta and is preparing for a decisive battle with the Saracens. ;;;;;;;;;x,,,
;;;;;;;;;;
#Character Names for Iron Age;;;;;;;;;;
ERA_CHAR_NAME_1282;Otto I;;;;;;;;;x,,,,,,,,,,,,,
ERA_CHAR_NAME_32901;Caliph al-Qaim;;;;;;;;;x,,,,,,,,
ERA_CHAR_NAME_33350;Æthelstan;;;;;;;;;x,,,,,,,,,,,,,
ERA_CHAR_NAME_260976;Abu Tahir al-Jannabi;;;;;;;;;x,,,,,,,,
ERA_CHAR_NAME_159135;Árpád Zolta;;;;;;;;;x,,,,,,,,,,,,,
ERA_CHAR_NAME_144001;Hakon I;;;;;;;;;x,,,,,,,,
