-;На престол в Чоле взошёл Кулоттунка I. Поскольку он не являлся прямым потомком правителей Чолы, то возникшей анархией решили воспользоваться враги империи: на Шри-Ланке с новой силой возгорелось Сингальское восстание, возглавляемое потомком правителей острова – Виджаябуху, а Пандья, поддерживаемая Черой, готовится обрести независимость. В стане давнего соперника Чолы – Западной Чалукьи – так же неспокойно: амбициозный Викрамадитья VI стремится свергнуть своего брата Сомесвару II и возглавить империю. В этом деле он заручился поддержкой своего младшего брата Джаясимхи, а также Хойсалы, Пандьи, Кадамбы Хангальской и Сеуны, когда как Сомесвару готовы поддержать Кадамба Гоа и правитель Чолы Кулоттунка. Викрамадитья же совместно с правителями Катанги (Восточной Ганги, Нагавамси и Сомавамси) пытаются смешать карты Кулоттунке в Венгри и помочь Виджаядитье III удержать владение в своих руках. Кто выйдет победителем из ожесточённой схватки за Деканское плоскогорье?;;;;;;;;;x,,,
-;* Битва при Тараине ;;;;;;;;;x,,,,,,,,
-;Как гласят источники, Муиз ад-Дин, покоритель Индии, отправил ко двору чауханского правителя Притхвираджа III посла с просьбой или требованием (всё зависит от интерпретаций) мирно решить их противоречия: Притхвирадж становится вассалом Гуридов и принимает ислам. Правитель Чаухана отверг эти требования. Тогда Муиз ад-Дин вместе с Айбаком собрал войско и пошёл на Чаухан, Притхвирадж тоже собрал свои силы и дал отпор Гуридам в битве при Тараине. Но получится ли у ‘верховного раны Индии’ повторить свой успех? А соседи Чаухана – Чандела, Соланки, Парамара, с которыми вёл войны Притхвирадж, а также Гахадавала, дочь правителя которого он похитил, – так и буду наблюдать за уничтожением индуистского государства или забудут старые обиды и вступят в бой? Судьба Северной Индии будет решена в новой битве при Тараине!;;;;;;;;;x,,,
-;* Никто кроме них;;;;;;;;;x,,,,,,,,
-;Во второй раз в истории женщина возглавила мусульманское государство! Ей стала Разия, правительница Делийского султаната. По слухам, её отец Илтутмиш так восхищался управленческим даром дочери, что даже намеривался сделать её наследницей своих владений, поскольку в его глазах Разия – единственный ребёнок, который способен управлять империей. Однако из-за оппозиции тюркской знати Илтутмиш был вынужден отказаться от своей идеи. Но недаром Разия отличилась ещё при жизни отца: используя интриги и народную поддержку, она заняла трон и стала опираться на нетюркские элементы. А тюркская знать и без этого негодует и готовит новый переворот… А в Восточной Индии, терзаемой набегами бенгальского губернатора, правитель Восточной Ганги Нарансинха Дева I решается на дерзкий поступок: вступив в альянс со своим шурином из Хайхая, он собирается не только напасть на владения губернатора, но и отвоевать часть индуистских территорий. Совершив подобное, он станет первым, кому такое будет по силу!;;;;;;;;;x,,,
-;* За Небесным мандатом ;;;;;;;;;x,,,,,,,,
-;Делийский султанат находится на пике своего могущества. Мухаммад ибн Туглак ещё будучи наследным принцем продемонстрировал свой воинский талант – под его руководством была уничтожена Какатия. Теперь амбициозный правитель обратил свой гордый взор на север: он хочет покорить находящиеся в упадке Улус Чагатая и государство Хулагуидов, а, возможно, потребовать Небесный мандат себе и своим потомкам. Для этого он переманивает придворных монгольских государств и собирает многочисленную армию… Однако его собственная держава испытывает проблемы. В Гуджарате, разбив армию Мухаммада, независимость завоевал Хаммир Сингх, потомок древней Гухильской династии, а на юге, в недрах увядающей Хойсалы мужает новый щит и меч индуизма – Харихара, будущий основатель Виджаянагарской империи. Да и подданые Мухаммада недовольны его, мягко сказать, взбалмошным характером. Так, чья же возьмёт?;;;;;;;;;x,,,
-;* Анжуйский узел противоречий ;;;;;;;;;x,,,,,,,,
-;Из гражданской войны в Англии (1135-1154) победителем вышел граф Анжу Генрих Плантагенет, сын Матильды. В его руках оказались огромные владения, простиравшиеся от Нортумбрии до Пиреней, названные впоследствии ‘Анжуйской империей’. Как он и обещал, сын предыдущего короля, Вильгельм Блуаский, сохранил свои владения. Но Генрих II не собирается останавливаться на достигнутом. Он совершает вторжение в Уэльс, которым хотят воспользоваться валлийские князья для ослабления ‘короля Уэльса’ Оуайна. Он нападает на Бретань и требует графство Тулуза своей жене, Элеоноре Аквитанской. За этим молча наблюдает король Франции Людовик VII, который никак не может получить наследника. У них с Генрихом договор: дочь Людовика Маргарита обручена с наследником английского престола Генрихом. За пределами ‘империи’ тоже неспокойно. В Ирландии местные лорды борются за титул верховного короля и готовы позвать на помощь могущественного соседа, а на севере гэл Сомерлед захватил владения Гудрёда Крована, внука Фергуса Галлоуэйского.;;;;;;;;;x,,,
-;* Королева мусульман;;;;;;;;;x,,,,,,,,
-;Султан Ас-Салих умер! Его место заняла вдова, Шаджар ад-Дурр, его рабыня-кайна, ставшая, тем самым, новой женщиной-правительницей в исламском мире. Избавившись от сына Ас-Салиха, Аль-Муаззам Туран-шаха, Шаджар, опиравшаяся на мамлюков своего мужа и вынужденная вновь выйти замуж за одного из их лидеров – Айбека, – стала полноправной ‘королевой мусульман’. Однако, прознав про смерть последних Айюбидов, их сирийский родственник, Ан-Насир Юсуф, эмир Алеппо не признал власть женщины и начал борьбу за власть. Его поддержал аббасидский халиф аль-Мустасим. Есть ещё сын Туран-шаха, который правит на севере и которого можно использовать против Шаджар. Однако обстановка в Египте осложнена ещё тем, что король Франции Людовик IX Святой, давший обет возложить на себя крест, во главе Седьмого крестового похода высадился в дельте Нила и готовится к решающей битве с сарацинами. Судьба Египта решится в битве при Эль-Мансуре, но, если Аллах будет милостив к своим рабам, то новую проверку устроят монголы хана Хулагу…;;;;;;;;;x,,,
;;;;;;;;;;
#Character Names for Iron Age;;;;;;;;;;
-;Оттон I Великий;;;;;;;;;x,,,,,,,,
-;Мухаммад аль-Каим Биамриллах;;;;;;;;;x,,,
-;Этельстан;;;;;;;;;x,,,,,,,,
-;Абу Тахир аль-Джаннаби;;;;;;;;;x,,,
-;Жольт;;;;;;;;;x,,,,,,,,
-;Хакон I Добрый;;;;;;;;;x,,,
